trending_date,channel_title,category_id,views,likes,dislikes,comment_count
18.02.03,Anna Akana,23,245144,22208,296,1152
18.02.03,James Charles,24,2185964,198296,3670,27629
18.02.03,Screen Junkies,1,1520671,39736,1059,4695
18.02.03,Pixielocks,22,59286,2868,238,1044
18.02.03,The Slow Mo Guys,22,2956442,94910,1284,4317
18.02.03,Food Wishes,26,162816,5604,173,971
18.02.03,Lindsey Stirling,10,783838,69412,540,3248
18.02.03,CinemaSins,1,945670,21927,832,2131
18.02.03,You Suck At Cooking,26,711362,35240,623,2546
18.02.03,Late Night with Seth Meyers,23,62999,816,76,140
18.02.03,heyitsfeiii,26,116029,9064,148,381
18.02.03,Vogue,24,879576,71407,1271,3914
18.02.03,Unbox Therapy,1,2207287,60752,2390,8153
18.02.03,The Voice,24,1439958,18324,878,1549
18.02.03,The Official Pokémon YouTube Channel,20,595874,42617,903,6300
18.02.03,CaseyNeistat,22,1321942,52429,1099,3580
18.02.03,ChvrchesVEVO,10,184874,6787,222,588
18.02.03,ProZD,1,1030322,50602,921,1710
18.02.03,Strange Parts,28,219233,11140,124,1441
18.02.03,WWE,17,3278150,40538,3659,8319
18.02.03,Gentle Whispering ASMR,26,781217,19203,1868,3368
18.02.03,TheEllenShow,24,315148,3798,93,167
18.02.03,jacksfilms,23,2093186,215699,8051,38871
18.02.03,HBO,1,1835157,29353,2256,6291
18.02.03,Molly Burke,22,73032,3968,144,849
18.02.03,DanTDM,24,1539835,87240,2503,75532
18.02.03,Chubbyemu,28,435765,23131,860,4578
18.02.03,Peter McKinnon,22,356663,26530,364,2805
18.02.03,Townsends,27,393569,10864,254,1106
18.02.03,Vox,25,640405,19874,275,814
18.02.03,William Osman,28,241230,15422,155,2333
18.02.03,How To Cake It,26,633798,22878,274,2333
18.02.03,Camila Cabello,10,877220,117337,748,9706
18.02.03,Good Mythical Morning,24,664661,12394,600,962
18.02.03,Practical Engineering,27,267410,10840,143,663
18.02.03,1MILLION Dance Studio,24,513455,31505,279,623
18.02.03,The Verge,28,276009,4355,370,589
18.02.03,Fox News,25,164017,451,681,994
18.02.03,HellthyJunkFood,24,462013,11605,692,1423
18.02.03,"Rock me, Joey Santiago.",15,493686,9600,112,1197
18.02.03,USA TODAY,25,251369,1317,276,710
18.02.03,NBC News,25,24332,320,71,0
18.02.03,emmymadeinjapan,26,95619,4294,376,1190
18.02.03,The School of Life,27,84378,2927,957,977
18.02.03,Waymo,28,264989,2444,94,239
18.02.03,ChrisYoungVEVO,10,272987,4091,358,261
18.02.03,amc,24,496732,10558,686,2728
18.02.03,ByronTalbott,26,80158,3325,157,292
18.02.03,Samsung,28,6151249,162871,7859,21900
18.02.03,ABC News,25,21180,191,25,157
18.02.03,Liza Koshy Too,23,2899198,193594,1725,8278
18.02.03,Kid Rock,10,320926,7289,1338,824
18.02.03,BBC News,1,160118,2482,1029,1218
18.02.03,TheReportOfTheWeek,24,604409,24016,1254,5070
18.02.03,Rob Scallon,10,804100,52786,342,2734
18.02.03,AnthonyPadilla,23,121371,10988,115,1074
18.02.03,EllieGouldingVEVO,10,413279,21591,604,1526
18.02.03,SuperwomanVlogs,22,199144,13448,182,1011
18.02.03,Tom Scott,27,288519,12276,337,965
18.02.03,Life Noggin,27,358113,13660,475,3736
18.02.03,CBS News,25,7256,65,77,260
18.02.03,Mike Boyd,24,268627,11473,310,1384
18.02.03,ElectroBOOM,28,418787,22536,273,2336
18.02.03,ColliderVideos,24,80431,2259,125,608
18.02.03,Gemma Stafford,26,58090,3547,43,476
18.02.03,RomanAtwoodVlogs,22,1774306,61921,2742,6526
18.02.03,John Campea,24,34889,1279,41,474
18.02.03,Simone Giertz,28,279698,12112,243,1007
18.02.03,Glam&Gore,26,298019,21113,197,990
18.02.03,NBC Sports,17,208224,850,298,367
18.02.03,The King of Random,27,603359,11339,628,4033
18.02.03,Engineering Explained,2,180506,7131,270,2305
18.02.03,Kris Harbour,27,573795,10554,391,1436
18.02.03,INSIDER,19,356075,5627,184,361
18.02.03,EverythingApplePro,24,1039092,24602,1419,4542
18.02.03,Никита Ордынский,1,1524152,142236,1090,8422
18.02.03,Wall Street Journal,25,57592,929,29,94
18.02.03,How Ridiculous,17,5370435,77513,16935,18194
18.02.03,Natalies Outlet,24,1680611,160323,2982,36572
18.02.03,Thomas Sanders,23,622579,30438,2465,5940
18.02.03,CNET,28,116745,1258,200,77
18.02.03,Violin MD,22,134544,3076,256,582
18.02.03,Clicknetwork,26,265376,5160,205,218
18.02.03,Hannah Stocking,23,954675,51212,2623,4001
18.02.03,notnotryan,23,2511326,46836,2304,3949
18.02.03,BuzzFeed Nifty,26,92766,1240,246,119
18.02.03,Karina Garcia,26,2283330,106858,2238,19656
18.02.03,Luke Korns,23,200146,19008,287,1354
18.02.03,samfryltd,24,1688318,48210,1550,8810
18.02.03,CNN,25,152482,2723,2699,3426
18.02.03,PTXofficial,10,7003172,357673,9059,19457
18.02.03,MeganBatoon,24,186712,10570,378,874
18.02.03,What's Inside?,24,156803,4159,293,844
18.02.03,FunForLouis,22,62579,2204,169,223
18.02.03,Ed Sheeran,10,5574940,194303,3616,8590
18.02.03,Kacey Musgraves - Topic,10,122939,1930,220,85
18.02.03,TroyeSivanVEVO,10,1160221,86309,988,3550
18.02.03,David Guetta,10,4988571,154954,3100,6193
18.02.03,Real Engineering,28,573094,21668,424,1461
18.02.03,Iris,24,1237589,34805,1691,12660
18.02.03,Because Science,28,76783,3503,62,558
18.02.03,Safiya Nygaard,22,4033525,194748,3067,17256
18.02.03,How To Cook That,26,328651,7159,382,964
18.02.03,ShibSibs,22,240069,18910,62,1518
18.02.03,SpaceX,28,1868613,40531,1189,2796
18.02.03,SnoopDoggVEVO,10,364789,7562,753,630
18.02.03,LewisCapaldiVEVO,10,253554,12118,132,418
18.02.03,Fox Business,25,32407,449,483,935
18.02.03,TED-Ed,27,541712,20682,272,880
18.02.03,TIME,25,26077,267,232,241
18.02.03,My Virgin Kitchen,26,697254,11024,1145,1376
18.02.03,Tech Insider,28,166582,2227,127,313
18.02.03,Liza Koshy,23,4193637,363836,4171,17789
18.02.03,Half as Interesting,27,298956,9946,248,755
18.02.03,National Geographic,25,700173,7923,533,1552
18.02.03,Beme News,25,181256,6293,400,448
18.02.03,SciShow,27,244898,9455,1256,3099
18.02.03,Jimmy Kimmel Live,24,4163913,53245,2314,2721
18.02.03,Allure,24,485237,10207,598,438
18.02.03,jeffreestar,26,2157131,148043,1792,201762
18.02.03,Wendy Williams,24,636435,7634,1808,3800
18.02.03,The Dodo,15,251564,9060,98,478
18.02.03,Quartz,19,215621,3505,75,217
18.02.03,LaurDIY,26,975828,45974,699,9512
18.02.03,PBS NewsHour,25,11692,145,79,0
18.02.03,SMTOWN,10,2776011,161409,2016,12156
18.02.03,Billy Graham Evangelistic Association,24,214583,6630,1047,1524
18.02.03,doddleoddle,10,1029623,126004,1715,5996
18.02.03,Associated Press,25,10756,99,64,0
18.02.03,Special Books by Special Kids,22,122957,7833,37,912
18.02.03,Joan Kim,26,139263,5225,215,444
18.02.03,Red Bull,17,1443525,10017,1429,720
18.02.03,Recanto Ecológico Rio da Prata,15,2009947,16624,600,1434
18.02.03,Jimmy Built,2,381890,1699,43,206
18.02.03,Inside Edition,25,448462,10924,312,1765
18.02.03,jennxpenn,24,232631,16996,222,1342
18.02.03,Netflix,24,97538,1154,125,136
18.02.03,Asian Boss,25,211276,4361,1390,4808
18.02.03,Dude Perfect,17,17190739,623092,8811,34179
18.02.03,News 5 Cleveland,25,1211259,5794,1132,9851
18.02.03,Gus Johnson,23,151594,9755,624,781
18.02.03,Gigi Gorgeous,26,236912,5953,675,572
18.02.03,Doug DeMuro,2,1091400,21497,1175,7446
18.02.03,ABC Action News,24,1353106,6860,747,7185
18.02.03,Complex,24,3142475,78726,986,6011
18.02.03,Simon and Martina,19,390865,15665,570,2676
18.02.03,AvE,28,761963,20682,157,2388
18.02.03,Morgan Adams,24,1945370,143045,3864,9077
18.02.03,Teen Vogue,17,124656,3172,48,152
18.02.03,merrelltwins,23,525253,39253,763,4258
18.02.03,Jaiden Animations,1,3002546,190745,1233,31268
18.02.03,Sylvia Gani,26,910487,35019,950,2498
18.02.03,Rudimental,10,1447893,30523,350,715
18.02.03,AlishaMarie,26,1106542,64947,1508,10489
18.02.03,Yes Theory,24,476268,36383,160,2557
18.02.03,Lucas,23,182408,12345,167,1272
18.02.03,DisneyMusicVEVO,10,7109938,81237,2456,12724
18.02.03,Jake Roper,22,207648,7048,265,521
18.02.03,Olympic,17,136655,1633,175,146
18.02.03,Davie504,24,542403,23399,587,2661
18.02.03,Fancy Vlogs By Gab,22,517319,20881,333,2229
18.02.03,Chris Smoove,17,999818,19645,535,1124
18.02.03,Brian Hull,24,1288861,31886,1226,2005
18.02.03,Hydraulic Press Channel,28,345371,6015,325,988
18.02.03,Jackie Aina,26,839813,48283,1145,3746
18.02.03,Will Smith,24,847523,44077,650,3951
18.02.03,Great Big Story,22,186912,5463,84,321
18.02.03,Tasty,26,1220106,27221,684,1202
18.02.03,Genius,10,369260,26493,110,1179
18.03.03,carrieunderwoodVEVO,10,716096,23734,1159,2057
18.03.03,nigahiga,24,1108125,146294,831,17196
18.03.03,Brave Wilderness,15,627769,22889,388,4067
18.03.03,Blake Shelton,10,279586,7485,294,484
18.03.03,The Slow Mo Guys,22,904142,34112,554,1295
18.03.03,Vanity Fair,24,3081500,72995,4821,6399
18.03.03,Jeopardy!,24,619540,2409,92,255
18.03.03,CrossFit®,17,308740,1311,815,663
18.03.03,NBC News,25,324708,4385,687,0
18.03.03,Vox,25,356363,9666,315,700
18.03.03,Marques Brownlee,28,496258,24991,903,3888
18.03.03,First We Feast,26,1303509,39763,950,3512
18.03.03,MeghanTrainorVEVO,10,2615498,145878,11242,12528
18.03.03,FBE,24,719842,21208,1428,2772
18.03.03,Gibi ASMR,24,374556,11108,494,2129
18.03.03,The Tonight Show Starring Jimmy Fallon,23,312740,6155,131,341
18.03.03,Walt Disney Animation Studios,1,11230887,232548,9214,43586
18.03.03,Kurzgesagt – In a Nutshell,27,2226875,143396,1497,9508
18.03.03,ibighit,10,15777624,2392582,21872,437036
18.03.03,ESPN,17,740464,6683,339,1093
18.03.03,The Late Show with Stephen Colbert,24,1213178,22875,408,1451
18.03.03,SmarterEveryDay,28,554157,29216,388,2100
18.03.03,Watch What Happens Live with Andy Cohen,24,90767,566,48,23
18.03.03,ABC News,25,74790,635,55,348
18.03.03,Domics,23,1745338,122775,998,10943
18.03.03,NBA,17,191420,2390,42,250
18.03.03,Tyler Williams,22,1190830,44234,888,1853
18.03.03,TheEllenShow,24,1019366,28708,1229,2088
18.03.03,Ryland Adams,24,1712118,112709,3955,9933
18.03.03,MatthewSantoro,27,444591,13046,706,1161
18.03.03,INSIDER,1,268778,4365,94,356
18.03.03,AdelaineMorin,26,803200,37445,1630,2827
18.03.03,N W,22,253271,4766,186,0
18.03.03,Laura Lee,26,639921,27984,1343,29882
18.03.03,The Film Theorists,1,3928915,119042,7350,20525
18.03.03,WIRED,24,290227,9751,439,705
18.03.03,Christen Dominique,26,290080,19687,346,1441
18.03.03,Nicol Concilio,26,435259,18209,1865,2709
18.03.03,KKandbabyJ,22,425393,19796,608,3496
18.03.03,Jenn Im,26,209602,9096,334,704
18.03.03,Anna Akana,23,303241,24859,426,1363
18.03.03,Strictly Dumpling,19,1037049,27237,543,3717
18.03.03,BuzzFeedVideo,22,118332,6883,700,571
18.03.03,Jessica Clements,26,112461,3869,151,435
18.03.03,Team Edge,23,1408077,26167,696,5470
18.03.03,Wong Fu Productions,24,212069,15860,127,1589
18.03.03,James Charles,24,2442814,213524,4044,29209
18.03.03,Screen Junkies,1,1643356,41975,1120,4967
18.03.03,Lindsey Stirling,10,1017751,79993,650,3431
18.03.03,Vogue,24,1255668,92616,1624,4703
18.03.03,Food Wishes,26,172124,5899,190,903
18.03.03,Pixielocks,22,64752,3085,272,1104
18.03.03,Late Night with Seth Meyers,23,79767,918,108,166
18.03.03,heyitsfeiii,26,146004,9973,224,404
18.03.03,CinemaSins,1,977435,22466,901,2176
18.03.03,You Suck At Cooking,26,766437,36984,703,2642
18.03.03,Unbox Therapy,1,2436429,63665,2723,8667
18.03.03,The Official Pokémon YouTube Channel,20,638456,43612,937,6464
18.03.03,ChvrchesVEVO,10,232167,7552,266,622
18.03.03,The Voice,24,1597980,19812,935,1617
18.03.03,CaseyNeistat,22,1367827,53648,1137,3661
18.03.03,Strange Parts,28,232313,11551,134,1521
18.03.03,ProZD,1,1071403,52140,968,1743
18.03.03,Gentle Whispering ASMR,26,891612,20596,1969,3582
18.03.03,WWE,17,3508063,41946,3814,8593
18.03.03,HBO,1,1890330,30059,2301,6419
18.03.03,jacksfilms,23,2130377,218275,8219,39207
18.03.03,Molly Burke,22,74483,4081,148,894
18.03.03,Peter McKinnon,22,379220,27617,378,2896
18.03.03,DanTDM,24,1576464,88393,2550,76053
18.03.03,Chubbyemu,28,447484,23405,877,4640
18.03.03,Townsends,27,418157,11554,285,1177
18.03.03,William Osman,28,244674,15740,156,2308
18.03.03,How To Cake It,26,684924,24008,306,2385
18.03.03,Camila Cabello,10,956956,121869,836,9585
18.03.03,Good Mythical Morning,24,686319,12580,633,970
18.03.03,Practical Engineering,27,300846,11712,172,698
18.03.03,1MILLION Dance Studio,24,607740,35180,314,672
18.03.03,The Verge,28,281676,4449,378,592
18.03.03,HellthyJunkFood,24,481271,11901,709,1447
18.03.03,"Rock me, Joey Santiago.",15,533976,10366,121,1262
18.03.03,Fox News,25,165770,457,688,995
18.03.03,USA TODAY,25,250266,1325,276,711
18.03.03,ChrisYoungVEVO,10,312372,4368,384,246
18.03.03,emmymadeinjapan,26,97949,4358,385,1214
18.03.03,The School of Life,27,85808,2983,968,1008
18.03.03,Waymo,28,312934,2679,99,280
18.03.03,ByronTalbott,26,83227,3424,161,294
18.03.03,BBC News,1,193131,3128,1093,1196
18.03.03,amc,24,596803,12036,809,3168
18.03.03,TheReportOfTheWeek,24,751052,27496,1619,5703
18.03.03,Samsung,28,6411779,166599,8063,22298
18.03.03,Kid Rock,10,362396,7792,1385,855
18.03.03,Liza Koshy Too,23,2996463,197323,1754,8385
18.03.03,Rob Scallon,10,910268,57222,407,2968
18.03.03,EllieGouldingVEVO,10,468372,23684,639,1584
18.03.03,AnthonyPadilla,23,124077,11135,118,1082
18.03.03,SuperwomanVlogs,22,212961,13977,194,1039
18.03.03,Life Noggin,27,380777,14056,485,3931
18.03.03,Tom Scott,27,291386,12399,341,969
18.03.03,Mike Boyd,24,277561,11690,317,1420
18.03.03,CBS News,25,7332,70,85,267
18.03.03,ElectroBOOM,28,426007,22859,274,2366
18.03.03,ColliderVideos,24,81805,2281,126,616
18.03.03,Gemma Stafford,26,61021,3653,44,478
18.03.03,RomanAtwoodVlogs,22,1804650,62373,2774,6563
18.03.03,John Campea,24,35499,1296,42,476
18.03.03,Simone Giertz,28,284800,12235,248,1008
18.03.03,Glam&Gore,26,304747,21422,200,1006
18.03.03,NBC Sports,17,209767,851,298,367
18.03.03,The King of Random,27,611727,11428,638,4073
18.03.03,Engineering Explained,2,181821,7197,274,2315
18.03.03,Kris Harbour,27,594382,10892,397,1468
18.03.03,Никита Ордынский,1,1586453,148854,1144,8871
18.03.03,Wall Street Journal,25,67754,1073,33,104
18.03.03,EverythingApplePro,24,1048351,24713,1428,4549
18.03.03,How Ridiculous,17,6744108,89549,23136,20656
18.03.03,Natalies Outlet,24,1718551,162638,3011,36799
18.03.03,Thomas Sanders,23,631806,30672,2485,5952
18.03.03,CNET,28,117164,1261,201,78
18.03.03,Clicknetwork,26,271729,5254,206,221
18.03.03,Hannah Stocking,23,1029305,52837,2660,4062
18.03.03,Violin MD,22,135096,3097,256,583
18.03.03,notnotryan,23,2533125,47240,2323,4011
18.03.03,BuzzFeed Nifty,26,93251,1247,246,119
18.03.03,Luke Korns,23,258823,21547,413,1475
18.03.03,Karina Garcia,26,2332611,108176,2260,19894
18.03.03,samfryltd,24,1712777,48745,1566,8891
18.03.03,CNN,25,152649,2725,2702,3429
18.03.03,PTXofficial,10,7509478,368777,9412,19999
18.03.03,MeganBatoon,24,189023,10674,379,881
18.03.03,What's Inside?,24,161332,4214,297,859
18.03.03,Ed Sheeran,10,5917119,196757,3722,8707
18.03.03,FunForLouis,22,63468,2238,171,225
18.03.03,Kacey Musgraves - Topic,10,130518,1980,228,86
18.03.03,TroyeSivanVEVO,10,1240348,88010,1018,3596
18.03.03,David Guetta,10,5559029,161985,3267,6311
18.03.03,Iris,24,1416859,40900,1885,14169
18.03.03,Real Engineering,28,581814,21930,431,1468
18.03.03,Because Science,28,77497,3525,62,558
18.03.03,Safiya Nygaard,22,4083976,195782,3092,17289
18.03.03,How To Cook That,26,336125,7277,389,980
18.03.03,ShibSibs,22,244462,19137,62,1523
18.03.03,SpaceX,28,1877280,40602,1193,2799
18.03.03,SnoopDoggVEVO,10,372078,7637,769,641
18.03.03,LewisCapaldiVEVO,10,269149,12368,139,418
18.03.03,Fox Business,25,32429,449,483,940
18.03.03,TED-Ed,27,553297,20941,275,880
18.03.03,TIME,25,26103,267,232,241
18.03.03,My Virgin Kitchen,26,720987,11308,1181,1416
18.03.03,Tech Insider,28,174557,2294,134,322
18.03.03,Liza Koshy,23,4278491,366288,4211,18050
18.03.03,Half as Interesting,27,302273,10009,248,758
18.03.03,National Geographic,25,731180,8105,557,1562
18.03.03,Allure,24,503121,10623,625,484
18.03.03,Beme News,25,182200,6315,402,455
18.03.03,Jimmy Kimmel Live,24,4203633,53692,2334,2749
18.03.03,SciShow,27,247117,9529,1262,3114
18.03.03,jeffreestar,26,2196200,149117,1811,202359
18.03.03,Wendy Williams,24,643626,7678,1820,3823
18.03.03,The Dodo,15,254875,9118,98,478
18.03.03,Quartz,19,221530,3728,80,241
18.03.03,LaurDIY,26,983328,46178,701,9533
18.03.03,SMTOWN,10,2845761,162757,2053,12373
18.03.03,Billy Graham Evangelistic Association,24,218402,6683,1048,1528
18.03.03,Special Books by Special Kids,22,136592,8243,42,961
18.03.03,doddleoddle,10,1073435,128967,1784,6076
18.03.03,Associated Press,25,10806,99,64,0
18.03.03,Red Bull,17,1498253,10542,1480,733
18.03.03,Recanto Ecológico Rio da Prata,15,2040067,16753,603,1452
18.03.03,Jimmy Built,2,400073,1733,43,207
18.03.03,Inside Edition,25,449323,10939,314,1769
18.03.03,jennxpenn,24,234883,17049,225,1342
18.03.03,Netflix,24,102062,1167,125,137
18.03.03,Asian Boss,25,227989,4604,1485,5042
18.03.03,Dude Perfect,17,17495717,626333,8916,34608
18.03.03,News 5 Cleveland,25,1231267,6032,1146,9902
18.03.03,Gus Johnson,23,153305,9810,630,783
18.03.03,Gigi Gorgeous,26,242276,6012,691,594
18.03.03,Doug DeMuro,2,1098391,21557,1179,7470
18.03.03,ABC Action News,24,1436312,7268,804,7497
18.03.03,Complex,24,3174361,79280,994,6012
18.03.03,Simon and Martina,19,394347,15742,573,2673
18.03.03,AvE,28,766263,20804,158,2403
18.03.03,Morgan Adams,24,1952068,143339,3867,9097
18.03.03,Teen Vogue,17,126604,3204,48,152
18.03.03,merrelltwins,23,531059,39477,774,4267
18.03.03,Jaiden Animations,1,3042679,191479,1240,31447
18.03.03,Rudimental,10,1542832,31386,367,733
18.03.03,Sylvia Gani,26,924479,35408,980,2505
18.03.03,AlishaMarie,26,1115398,65162,1518,10512
18.03.03,Yes Theory,24,479182,36495,162,2556
18.03.03,Lucas,23,184312,12436,170,1290
18.03.03,DisneyMusicVEVO,10,7628116,85230,2612,13141
18.03.03,Olympic,17,140517,1672,183,147
18.03.03,Davie504,24,548892,23551,595,2675
18.03.03,Fancy Vlogs By Gab,22,520338,20927,334,2230
18.03.03,Chris Smoove,17,1012695,19719,538,1125
18.03.03,Brian Hull,24,1327815,32895,1240,2020
18.04.03,Lucas the Spider,1,613805,93637,480,7880
18.04.03,REACT,24,298474,9424,176,1137
18.04.03,nigahiga,24,2636267,254301,3568,26233
18.04.03,The Food Ranger,19,256000,7937,386,1908
18.04.03,carrieunderwoodVEVO,10,1742416,46316,2777,3375
18.04.03,The Tonight Show Starring Jimmy Fallon,23,319104,8929,130,462
18.04.03,Kayley Melissa,26,40122,3125,83,325
18.04.03,Tasty,26,506816,18370,268,704
18.04.03,Blake Shelton,10,628278,13106,732,859
18.04.03,Brave Wilderness,15,1112090,28345,746,5003
18.04.03,Mamrie Hart,23,32151,2896,50,154
18.04.03,Nintendo,20,154038,9176,213,2053
18.04.03,The Slow Mo Guys,22,1567937,44907,878,1842
18.04.03,CatCreature,22,45886,10328,37,959
18.04.03,Tati,26,745936,0,0,0
18.04.03,Jeopardy!,24,1135299,5843,326,680
18.04.03,Vanity Fair,24,3997804,88364,5892,7628
18.04.03,Vox,25,555181,12851,529,964
18.04.03,Marques Brownlee,28,968631,38551,1569,5232
18.04.03,CrossFit®,17,425009,1674,1302,981
18.04.03,NBC News,25,405436,4972,984,0
18.04.03,Great Big Story,22,597264,22866,135,801
18.04.03,Bon Appétit,24,182629,5300,170,472
18.04.03,MeghanTrainorVEVO,10,4195422,188002,15283,15318
18.04.03,The Late Show with Stephen Colbert,24,278273,3844,112,492
18.04.03,First We Feast,26,1526664,42260,1090,3679
18.04.03,Gibi ASMR,24,560403,13875,1164,3104
18.04.03,National Geographic,15,80528,4097,40,318
18.04.03,FBE,24,840180,23385,1756,3034
18.04.03,Walt Disney Animation Studios,1,13694999,254368,10642,46855
18.04.03,The Infographics Show,27,231632,5471,232,1035
18.04.03,Kurzgesagt – In a Nutshell,27,2429218,152108,1600,9777
18.04.03,Watch What Happens Live with Andy Cohen,24,188236,1035,177,95
18.04.03,ibighit,10,18696782,2528335,24797,456442
18.04.03,ABC News,25,131253,921,84,554
18.04.03,ESPN,17,851726,7408,392,1165
18.04.03,GeorgeEzraVEVO,10,183316,14128,103,610
18.04.03,NBA,17,285769,3503,87,458
18.04.03,Domics,23,1893396,128301,1087,11226
18.04.03,INSIDER,1,460673,6834,177,472
18.04.03,TheEllenShow,24,1182299,32589,1580,2390
18.04.03,Claire Marshall,26,153053,13917,83,658
18.04.03,Ryland Adams,24,1851779,118417,4290,10506
18.04.03,Tyler Williams,22,1661210,56941,1230,2452
18.04.03,Mr. Kate,26,588553,33980,225,2998
18.04.03,MatthewSantoro,27,481878,13578,797,1187
18.04.03,AdelaineMorin,26,898021,40784,1897,2927
18.04.03,N W,22,285989,5438,236,0
18.04.03,Allure,24,195344,4694,116,289
18.04.03,Laura Lee,26,677426,28961,1421,30265
18.04.03,WIRED,24,330282,10804,502,760
18.04.03,The Film Theorists,1,4365488,122200,7852,21128
18.04.03,Nicol Concilio,26,525370,20389,2356,2664
18.04.03,Christen Dominique,26,328106,21257,396,1487
18.04.03,KKandbabyJ,22,456180,20357,667,3532
18.04.03,Jenn Im,26,232237,9657,365,727
18.04.03,Anna Akana,23,331464,26116,476,1424
18.04.03,BuzzFeedVideo,22,133030,7281,777,571
18.04.03,Strictly Dumpling,19,1201718,29665,633,4074
18.04.03,Jessica Clements,26,125624,4027,184,448
18.04.03,Team Edge,23,1577974,27571,781,5607
18.04.03,Wong Fu Productions,24,236512,16930,144,1651
18.04.03,Lindsey Stirling,10,1243488,89901,737,3652
18.04.03,James Charles,24,2658965,224216,4283,30352
18.04.03,Vogue,24,1497039,104725,1864,5065
18.04.03,Late Night with Seth Meyers,23,92270,1046,113,169
18.04.03,Screen Junkies,1,1740294,43652,1157,5152
18.04.03,Food Wishes,26,177419,6037,193,925
18.04.03,Pixielocks,22,67997,3240,278,1118
18.04.03,heyitsfeiii,26,154465,10324,228,413
18.04.03,You Suck At Cooking,26,809719,38079,736,2701
18.04.03,CinemaSins,1,997256,22758,916,2196
18.04.03,Unbox Therapy,1,2690664,66566,3045,9079
18.04.03,ChvrchesVEVO,10,266452,8143,277,639
18.04.03,Associated Press,25,18512,200,4,16
18.04.03,The Official Pokémon YouTube Channel,20,670935,44310,972,6549
18.04.03,CaseyNeistat,22,1405619,54450,1152,3695
18.04.03,The Voice,24,1749348,21072,965,1697
18.04.03,Strange Parts,28,243588,11891,144,1520
18.04.03,Gentle Whispering ASMR,26,976092,21614,2038,3724
18.04.03,WWE,17,3739130,43165,3985,8806
18.04.03,ProZD,1,1114100,53494,995,1770
18.04.03,HBO,1,1966776,30903,2361,6549
18.04.03,Molly Burke,22,76078,4178,150,911
18.04.03,jacksfilms,23,2171634,220068,8334,39404
18.04.03,Peter McKinnon,22,392500,28183,387,2922
18.04.03,How To Cake It,26,731941,24966,325,2492
18.04.03,William Osman,28,251955,16101,157,2329
18.04.03,Chubbyemu,28,467623,23805,913,4729
18.04.03,Townsends,27,458821,12423,305,1266
18.04.03,DanTDM,24,1607414,89136,2587,76350
18.04.03,Practical Engineering,27,334427,12524,196,736
18.04.03,Camila Cabello,10,1058676,127233,936,9969
18.04.03,Good Mythical Morning,24,702353,12756,646,985
18.04.03,1MILLION Dance Studio,24,705015,38833,346,724
18.04.03,The Verge,28,286997,4520,386,593
18.04.03,Fox News,25,176270,491,698,1084
18.04.03,HellthyJunkFood,24,493451,12093,723,1457
18.04.03,USA TODAY,25,251880,1326,276,744
18.04.03,"Rock me, Joey Santiago.",15,577100,11131,126,1326
18.04.03,Waymo,28,350457,3019,105,323
18.04.03,ChrisYoungVEVO,10,356339,4628,397,253
18.04.03,emmymadeinjapan,26,100189,4431,391,1248
18.04.03,The School of Life,27,87568,3021,973,1019
18.04.03,BBC News,1,233448,3989,1148,1305
18.04.03,amc,24,683825,13115,887,3441
18.04.03,ByronTalbott,26,86221,3523,164,294
18.04.03,TheReportOfTheWeek,24,915412,30903,2068,6402
18.04.03,Kid Rock,10,412725,8295,1422,890
18.04.03,Samsung,28,6663142,170683,8237,22764
18.04.03,Liza Koshy Too,23,3083950,200391,1776,8518
18.04.03,EllieGouldingVEVO,10,522780,25303,664,1600
18.04.03,Rob Scallon,10,1004331,60966,458,3142
18.04.03,AnthonyPadilla,23,127141,11257,119,1109
18.04.03,Life Noggin,27,402058,14363,496,4046
18.04.03,SuperwomanVlogs,22,227520,14473,199,1053
18.04.03,Tom Scott,27,295836,12505,347,981
18.04.03,CBS News,25,7538,71,88,200
18.04.03,Mike Boyd,24,285659,11901,322,1460
18.04.03,ColliderVideos,24,82852,2288,128,616
18.04.03,ElectroBOOM,28,434995,23103,275,2402
18.04.03,Gemma Stafford,26,63208,3728,45,491
18.04.03,RomanAtwoodVlogs,22,1824456,62761,2789,6580
18.04.03,John Campea,24,35851,1302,42,476
18.04.03,Glam&Gore,26,309164,21600,200,1015
18.04.03,Simone Giertz,28,289946,12336,253,1004
18.04.03,The King of Random,27,619222,11510,644,4091
18.04.03,NBC Sports,17,211011,853,300,366
18.04.03,Kris Harbour,27,607582,11093,404,1530
18.04.03,Engineering Explained,2,183640,7251,279,2318
18.04.03,Никита Ордынский,1,1640547,154756,1174,9109
18.04.03,Wall Street Journal,25,76229,1216,36,110
18.04.03,How Ridiculous,17,7754684,97680,27781,21899
18.04.03,EverythingApplePro,24,1055989,24795,1434,4555
18.04.03,Natalies Outlet,24,1770289,165586,3038,37044
18.04.03,Thomas Sanders,23,641204,30990,2498,5987
18.04.03,CNET,28,117924,1262,201,78
18.04.03,Clicknetwork,26,277273,5321,213,222
18.04.03,Hannah Stocking,23,1079531,53657,2692,4096
18.04.03,Violin MD,22,136643,3143,257,584
18.04.03,Luke Korns,23,326549,24100,553,1673
18.04.03,notnotryan,23,2570493,47539,2350,4033
18.04.03,BuzzFeed Nifty,26,94398,1251,246,119
18.04.03,Karina Garcia,26,2392511,109997,2284,20125
18.04.03,CNN,25,152813,2726,2703,3432
18.04.03,samfryltd,24,1733255,49258,1580,8971
