prod_id,quan_in_stock,sales
4136,112,15
4137,338,9
4138,317,11
4139,305,11
4140,420,12
4141,164,6
4142,90,9
4143,356,22
4144,469,18
4145,183,9
4146,262,13
4147,55,17
4148,498,4
4149,249,9
4150,211,19
4151,32,19
4152,176,19
4153,10,4
4154,126,7
4155,287,3
4156,483,6
4157,52,17
4158,201,8
4159,142,1
4160,28,16
4161,63,13
4162,300,12
4163,361,10
4164,3,22
4165,286,8
4166,192,17
4167,115,10
4168,123,19
4169,9,5
4170,421,31
4171,42,11
4172,173,19
4173,10,9
4174,399,18
4175,142,18
4176,194,16
4177,160,3
4178,198,12
4179,191,5
4180,409,19
4181,410,20
4182,223,11
4183,85,10
4184,420,15
4185,349,8
4186,373,20
4187,402,25
4188,402,8
4189,73,8
4190,44,15
4191,430,12
4192,137,20
4193,344,12
4194,291,11
4195,140,11
4196,130,13
4197,483,16
4198,256,15
4199,253,10
4200,492,18
4201,176,13
4202,296,9
4203,165,13
4204,186,4
4205,194,10
4206,307,7
4207,380,15
4208,354,10
4209,4,9
4210,71,18
4211,263,16
4212,414,15
4213,294,7
4214,348,18
4215,334,15
4216,143,9
4217,220,9
4218,236,16
4219,45,24
4220,294,20
4221,280,17
4222,475,17
4223,431,10
4224,124,2
4225,265,14
4226,71,19
4227,254,9
4228,248,11
4229,327,15
4230,7,19
4231,239,1
4232,2,10
4233,303,15
4234,404,19
4235,189,21
4236,498,20
4237,211,9
4238,68,6
4239,351,14
4240,215,9
4241,140,9
4242,114,5
4243,129,20
4244,435,10
4245,463,12
4246,463,14
4247,77,14
4248,183,17
4249,199,24
4250,122,10
4251,477,0
4252,480,7
4253,97,9
4254,408,15
4255,103,11
4256,363,11
4257,479,10
4258,358,13
4259,110,15
4260,305,10
4261,365,18
4262,350,8
4263,308,5
4264,168,14
4265,254,15
4266,497,13
4267,165,18
4268,465,2
4269,65,7
4270,16,7
4271,180,9
4272,205,21
4273,130,11
4274,309,14
4275,139,14
4276,92,14
4277,272,11
4278,216,15
4279,275,11
4280,471,14
4281,339,7
4282,252,0
4283,450,8
4284,437,24
4285,159,8
4286,53,18
4287,299,10
4288,138,20
4289,411,7
4290,410,4
4291,443,3
4292,276,10
4293,259,23
4294,251,11
4295,444,9
4296,13,17
4297,247,26
4298,108,11
4299,479,14
4300,312,8
4301,124,12
4302,158,14
4303,16,13
4304,255,17
4305,467,25
4306,155,4
4307,347,17
4308,239,9
4309,372,14
4310,122,17
4311,209,6
4312,211,10
4313,374,12
4314,159,17
4315,147,15
4316,33,10
4317,212,21
4318,447,14
4319,172,18
4320,122,9
4321,356,22
4322,115,16
4323,399,12
4324,115,15
4325,366,20
4326,342,9
4327,128,21
4328,112,11
4329,450,20
4330,106,7
4331,424,9
4332,74,17
4333,265,17
4334,441,6
4335,329,12
4336,231,13
4337,95,13
4338,176,15
4339,471,8
4340,468,11
4341,298,14
4342,179,10
4343,179,17
4344,172,22
4345,338,6
4346,326,14
4347,206,7
4348,50,13
4349,272,8
4350,378,11
4351,173,10
4352,127,16
4353,494,14
4354,71,9
4355,243,11
4356,359,20
4357,413,11
4358,372,19
4359,471,18
4360,363,5
4361,478,20
4362,395,10
4363,437,20
4364,242,16
4365,335,9
4366,266,19
4367,474,21
4368,430,6
4369,442,6
4370,444,8
4371,398,7
4372,240,11
4373,123,6
4374,76,19
4375,413,15
4376,462,15
4377,403,25
4378,118,5
4379,11,5
4380,174,13
4381,497,7
4382,184,11
4383,302,8
4384,490,16
4385,256,12
4386,44,4
4387,349,3
4388,168,7
4389,417,9
4390,319,13
4391,31,10
4392,394,17
4393,213,17
4394,468,14
4395,136,12
4396,47,8
4397,234,26
4398,110,4
4399,478,19
4400,175,4
4401,54,11
4402,376,15
4403,415,12
4404,177,16
4405,453,15
4406,328,15
4407,139,13
4408,355,16
4409,447,10
4410,151,14
4411,28,17
4412,443,14
4413,335,15
4414,331,13
4415,433,23
4416,91,11
4417,376,15
4418,282,17
4419,259,10
4420,292,11
4421,100,10
4422,291,6
4423,186,19
4424,314,21
4425,259,15
4426,322,10
4427,362,11
4428,493,15
4429,433,9
4430,340,5
4431,167,15
4432,487,2
4433,215,17
4434,82,11
4435,164,11
4436,167,13
4437,410,12
4438,303,20
4439,21,23
4440,356,4
4441,454,14
4442,50,9
4443,299,7
4444,289,25
4445,381,9
4446,232,14
4447,380,15
4448,257,20
4449,13,4
4450,139,13
4451,48,14
4452,114,7
4453,431,10
4454,234,15
4455,429,15
4456,189,9
4457,56,16
4458,290,12
4459,181,9
4460,490,15
4461,129,15
4462,348,11
4463,476,9
4464,345,13
4465,431,11
4466,140,10
4467,12,15
4468,341,16
4469,444,15
4470,34,7
4471,196,16
4472,398,9
4473,84,3
4474,496,14
4475,187,16
4476,466,16
4477,228,19
4478,67,12
4479,223,14
4480,242,9
4481,206,13
4482,271,7
4483,356,9
4484,137,9
4485,5,10
4486,284,7
4487,326,14
4488,62,7
4489,74,8
4490,6,16
4491,51,19
4492,204,18
4493,355,20
4494,27,16
4495,48,14
4496,285,9
4497,167,10
4498,61,14
4499,125,17
4500,110,11
4501,95,14
4502,322,10
4503,8,7
4504,180,19
4505,317,18
4506,195,5
4507,145,22
4508,45,15
4509,262,9
4510,368,13
4511,287,15
4512,469,13
4513,139,5
4514,142,15
4515,105,9
4516,145,20
4517,427,14
4518,431,6
4519,207,12
4520,0,11
4521,437,12
4522,258,6
4523,205,19
4524,292,15
4525,286,11
4526,253,14
4527,76,14
4528,453,18
4529,315,5
4530,202,13
4531,63,11
4532,410,17
4533,23,31
4534,72,4
4535,89,11
4536,341,9
4537,267,13
4538,235,6
4539,386,5
4540,28,16
4541,103,18
4542,172,11
4543,497,18
4544,242,20
4545,315,20
4546,102,9
4547,387,4
4548,241,19
4549,32,8
4550,94,14
4551,242,16
4552,470,11
4553,353,12
4554,447,6
4555,261,9
4556,138,16
4557,200,17
4558,338,8
4559,91,5
4560,14,12
4561,39,11
4562,155,20
4563,425,1
4564,62,11
4565,227,10
4566,13,5
4567,403,10
4568,494,22
4569,248,4
4570,289,10
4571,21,14
4572,351,12
4573,461,4
4574,18,12
4575,93,11
4576,276,10
4577,121,7
4578,481,13
4579,16,10
4580,154,22
4581,74,16
4582,259,18
4583,123,5
4584,427,5
4585,206,9
4586,385,9
4587,64,8
4588,406,22
4589,222,11
4590,156,8
4591,421,8
4592,262,10
4593,311,13
4594,345,4
4595,324,6
4596,37,9
4597,358,8
4598,227,19
4599,30,17
4600,106,15
4601,15,16
4602,52,22
4603,458,5
4604,477,12
4605,71,9
4606,50,23
4607,252,11
4608,192,4
4609,30,11
4610,269,8
4611,346,11
4612,104,18
4613,28,16
4614,470,19
4615,31,18
4616,234,9
4617,355,20
4618,96,14
4619,140,32
4620,77,17
4621,252,14
4622,60,2
4623,339,26
4624,62,5
4625,406,9
4626,163,12
4627,99,11
4628,264,5
4629,391,12
4630,129,23
4631,370,20
4632,407,12
4633,182,12
4634,328,20
4635,383,11
4636,253,11
4637,378,13
4638,135,9
4639,446,13
4640,409,24
4641,405,5
4642,292,5
4643,13,10
4644,433,20
4645,262,8
4646,44,20
4647,167,26
4648,116,15
4649,140,17
4650,307,1
4651,194,17
4652,392,14
4653,368,11
4654,32,12
4655,454,5
4656,273,16
4657,196,8
4658,53,12
4659,36,9
4660,86,15
4661,183,23
4662,407,23
4663,494,16
4664,365,19
4665,234,25
4666,377,16
4667,118,12
4668,112,12
4669,11,9
4670,63,13
4671,20,10
4672,417,16
4673,356,31
4674,33,15
4675,350,10
4676,117,10
4677,78,26
4678,16,12
4679,234,9
4680,218,20
4681,323,1
4682,428,7
4683,110,10
4684,191,10
4685,461,3
4686,64,27
4687,464,7
4688,156,11
4689,117,7
4690,0,14
4691,243,11
4692,300,14
4693,408,6
4694,237,7
4695,165,3
4696,141,11
4697,113,18
4698,283,13
4699,254,7
4700,124,7
4701,347,10
4702,275,13
4703,41,11
4704,203,10
4705,308,10
4706,391,9
4707,320,7
4708,386,24
4709,407,19
4710,54,2
4711,104,7
4712,230,15
4713,482,13
4714,214,9
4715,421,13
4716,443,19
4717,278,9
4718,385,7
4719,99,7
4720,395,12
4721,385,12
4722,342,15
4723,195,14
4724,293,11
4725,78,10
4726,360,7
4727,434,8
4728,192,13
4729,143,14
4730,188,6
4731,317,14
4732,491,10
4733,463,10
4734,358,15
4735,193,15
4736,271,10
4737,248,19
4738,13,21
4739,157,16
4740,155,5
4741,67,12
4742,261,8
4743,386,1
4744,49,17
4745,475,7
4746,307,21
4747,492,19
4748,253,13
4749,191,13
4750,90,10
4751,148,8
4752,76,12
4753,433,19
4754,343,9
4755,370,22
4756,11,27
4757,203,19
4758,304,6
4759,203,18
4760,347,9
4761,492,14
4762,19,6
4763,338,6
4764,454,17
4765,377,6
4766,31,9
4767,225,10
4768,125,20
4769,44,12
4770,382,0
4771,281,19
4772,112,2
4773,142,17
4774,167,14
4775,162,27
4776,117,5
4777,474,6
4778,153,3
4779,370,14
4780,165,14
4781,244,9
4782,18,12
4783,242,4
4784,177,12
4785,361,10
4786,111,9
4787,188,11
4788,64,11
4789,415,4
4790,392,14
4791,411,9
4792,407,10
4793,411,12
4794,249,4
4795,360,15
4796,288,15
4797,280,7
4798,85,6
4799,414,13
4800,325,17
4801,467,11
4802,195,12
4803,437,10
4804,108,9
4805,362,17
4806,99,9
4807,226,8
4808,336,5
4809,253,21
4810,96,20
4811,1,17
4812,497,9
4813,114,12
4814,243,9
4815,174,7
4816,476,17
4817,355,4
4818,362,10
4819,39,13
4820,270,15
4821,254,12
4822,451,6
4823,176,20
4824,165,6
4825,199,10
4826,35,23
4827,454,12
4828,479,7
4829,121,15
4830,367,16
4831,303,12
4832,87,16
4833,62,10
4834,240,14
4835,196,11
4836,425,8
4837,339,20
4838,422,15
4839,260,5
4840,91,7
4841,18,6
4842,261,25
4843,88,13
4844,132,12
4845,4,17
4846,262,20
4847,107,17
4848,359,5
4849,124,5
4850,147,13
4851,128,23
4852,378,11
4853,97,21
4854,304,5
4855,42,12
4856,297,13
4857,340,8
4858,496,2
4859,276,5
4860,461,12
4861,363,15
4862,78,16
4863,48,6
4864,426,9
4865,319,12
4866,244,15
4867,350,5
4868,158,14
4869,166,7
4870,109,10
4871,249,14
4872,184,14
4873,371,14
4874,338,7
4875,316,6
4876,375,5
4877,99,15
4878,424,10
4879,234,3
4880,224,9
4881,70,24
4882,363,8
4883,102,10
4884,168,8
4885,167,13
4886,144,4
4887,465,11
4888,6,22
4889,140,14
4890,240,12
4891,468,19
4892,3,4
4893,319,16
4894,15,10
4895,429,10
4896,137,13
4897,260,10
4898,279,15
4899,295,18
4900,426,27
4901,388,16
4902,44,10
4903,109,19
4904,259,12
4905,383,8
4906,426,14
4907,134,11
4908,483,19
4909,349,19
4910,368,13
4911,206,6
4912,420,13
4913,231,12
4914,308,7
4915,87,10
4916,398,8
4917,453,19
4918,51,9
4919,405,19
4920,92,10
4921,292,24
4922,372,6
4923,96,16
4924,110,9
4925,388,11
4926,25,11
4927,248,19
4928,147,21
4929,304,5
4930,42,10
4931,72,14
4932,192,2
4933,87,7
4934,182,13
4935,451,11
4936,470,13
4937,107,12
4938,85,16
4939,452,18
4940,456,5
4941,454,9
4942,158,10
4943,376,11
4944,184,19
4945,466,9
4946,463,12
4947,81,9
4948,418,7
4949,13,13
4950,486,7
4951,10,19
4952,306,13
4953,358,9
4954,107,11
4955,416,26
4956,245,17
4957,132,3
4958,163,8
4959,393,13
4960,436,15
4961,206,10
4962,465,13
4963,127,12
4964,293,12
4965,147,7
4966,78,4
4967,263,13
4968,254,10
4969,163,14
4970,214,6
4971,210,28
4972,116,17
4973,372,12
4974,85,11
4975,301,8
4976,338,4
4977,47,7
4978,382,10
4979,256,13
4980,61,7
4981,368,12
4982,267,12
4983,367,6
4984,226,15
4985,374,7
4986,283,22
4987,472,11
4988,5,10
4989,446,12
4990,364,4
4991,442,12
4992,151,18
4993,329,4
4994,69,7
4995,445,9
4996,476,14
4997,148,9
4998,207,9
4999,230,21
5000,311,19
5001,422,13
5002,440,7
5003,428,16
5004,294,13
5005,24,13
5006,229,16
5007,131,10
5008,72,19
5009,110,9
5010,388,10
5011,134,9
5012,479,12
5013,154,11
5014,1,7
5015,204,6
5016,27,13
5017,284,9
5018,176,13
5019,33,15
5020,229,13
5021,39,7
5022,475,27
5023,381,9
5024,369,26
5025,44,12
5026,326,19
5027,344,12
5028,192,13
5029,33,19
5030,73,12
5031,3,13
5032,455,14
5033,13,12
5034,431,15
5035,249,4
5036,38,9
5037,159,14
5038,381,9
5039,110,11
5040,270,15
5041,268,15
5042,245,9
5043,249,12
5044,422,11
5045,246,11
5046,454,11
5047,449,2
5048,30,12
5049,129,13
5050,482,18
5051,260,17
5052,169,12
5053,457,11
5054,140,6
5055,37,7
5056,0,13
5057,467,9
5058,382,4
5059,193,9
5060,500,9
5061,455,16
5062,196,18
5063,455,21
5064,469,18
5065,127,6
5066,203,8
5067,6,5
5068,287,11
5069,83,9
5070,117,6
5071,57,14
5072,351,9
5073,362,0
5074,306,6
5075,273,2
5076,108,15
5077,260,11
5078,221,19
5079,138,7
5080,390,3
5081,203,20
5082,398,9
5083,58,9
5084,160,11
5085,38,16
5086,96,19
5087,161,13
5088,4,5
5089,478,13
5090,354,16
5091,4,14
5092,433,22
5093,49,6
5094,459,11
5095,401,15
5096,176,18
5097,161,7
5098,407,5
5099,464,12
5100,245,7
5101,24,24
5102,20,8
5103,96,8
5104,387,17
5105,327,20
5106,369,5
5107,495,12
5108,86,11
5109,90,1
5110,133,8
5111,476,20
5112,293,10
5113,30,13
5114,34,15
5115,454,12
5116,69,2
5117,130,15
5118,114,8
5119,73,11
5120,108,21
5121,469,3
5122,78,12
5123,40,4
5124,18,12
5125,36,21
5126,441,17
5127,195,10
5128,198,11
5129,348,20
5130,158,18
5131,444,21
5132,372,12
5133,178,4
5134,39,5
5135,259,9
5136,4,9
5137,408,15
5138,253,11
5139,91,6
5140,498,5
5141,386,13
5142,67,10
5143,291,10
5144,417,21
5145,101,5
5146,245,11
5147,487,14
5148,232,9
5149,360,5
5150,59,10
5151,340,15
5152,328,6
5153,138,11
5154,380,11
5155,346,7
5156,174,16
5157,321,17
5158,40,10
5159,373,12
5160,169,13
5161,199,7
5162,316,18
5163,40,8
5164,377,17
5165,355,6
5166,299,5
5167,382,19
5168,263,14
5169,52,10
5170,473,13
5171,261,7
5172,439,12
5173,39,11
5174,52,15
5175,356,5
5176,141,10
5177,297,13
5178,342,9
5179,373,5
5180,156,16
5181,402,8
5182,213,1
5183,485,14
5184,39,23
5185,93,12
5186,330,15
5187,214,14
5188,414,17
5189,371,14
5190,86,12
5191,82,16
5192,69,11
5193,402,14
5194,123,20
5195,447,18
5196,257,8
5197,423,8
5198,328,11
5199,20,9
5200,476,13
5201,300,11
5202,281,30
5203,415,19
5204,340,6
5205,333,5
5206,270,8
5207,481,9
5208,130,10
5209,112,8
5210,354,11
5211,287,17
5212,13,18
5213,66,11
5214,271,16
5215,53,16
5216,159,19
5217,100,6
5218,267,10
5219,73,23
5220,472,7
5221,353,9
5222,156,12
5223,41,16
5224,255,14
5225,279,8
5226,488,8
5227,12,12
5228,202,13
5229,315,8
5230,32,8
5231,177,7
5232,115,9
5233,314,11
5234,92,16
5235,455,13
5236,147,8
5237,362,14
5238,436,15
5239,277,6
5240,474,15
5241,289,7
5242,63,10
5243,488,12
5244,355,4
5245,334,14
5246,40,21
5247,14,11
5248,435,15
5249,308,9
5250,87,6
5251,407,15
5252,161,8
5253,243,4
5254,448,12
5255,416,10
5256,22,9
5257,435,13
5258,429,7
5259,225,12
5260,250,7
5261,461,9
5262,402,23
5263,366,18
5264,275,19
5265,495,13
5266,321,13
5267,422,8
5268,356,14
5269,256,14
5270,198,16
5271,330,20
5272,44,6
5273,262,11
5274,318,9
5275,400,11
5276,95,7
5277,359,12
5278,414,9
5279,30,11
5280,166,18
5281,1,9
5282,437,14
5283,327,10
5284,245,14
5285,384,14
5286,243,12
5287,267,14
5288,319,12
5289,171,19
5290,492,12
5291,69,9
5292,132,8
5293,394,7
5294,435,11
5295,407,10
5296,388,4
5297,255,19
5298,328,10
5299,244,8
5300,11,14
5301,26,9
5302,74,12
5303,55,9
5304,288,14
5305,392,9
5306,456,21
5307,384,8
5308,250,7
5309,369,15
5310,414,7
5311,416,4
5312,371,12
5313,350,16
5314,243,15
5315,115,10
5316,234,1
5317,486,15
5318,383,9
5319,53,12
5320,157,22
5321,374,17
5322,122,12
5323,289,21
5324,268,10
5325,57,3
5326,196,18
5327,155,5
5328,313,13
5329,23,11
5330,400,10
5331,324,21
5332,50,14
5333,474,22
5334,380,11
5335,338,7
5336,366,18
5337,335,12
5338,221,3
5339,115,13
5340,204,11
5341,134,20
5342,31,14
5343,75,11
5344,485,9
5345,275,11
5346,190,11
5347,219,22
5348,260,19
5349,72,10
5350,272,13
5351,417,21
5352,447,5
5353,395,23
5354,206,10
5355,214,14
5356,452,14
5357,402,7
5358,370,1
5359,265,15
5360,426,21
5361,269,17
5362,88,22
5363,476,10
5364,243,19
5365,469,7
5366,314,11
5367,108,9
5368,304,6
5369,35,23
5370,224,10
5371,8,15
5372,170,11
5373,256,4
5374,83,10
5375,154,7
5376,30,9
5377,273,20
5378,373,19
5379,291,14
5380,345,9
5381,144,13
5382,208,13
5383,292,18
5384,39,5
5385,414,15
5386,5,20
5387,491,6
5388,316,13
5389,375,7
5390,255,17
5391,241,6
5392,144,10
5393,344,9
5394,217,12
5395,388,11
5396,313,13
5397,30,10
5398,497,9
5399,116,11
5400,65,18
5401,220,15
5402,124,12
5403,235,13
5404,476,19
5405,207,12
5406,390,11
5407,6,11
5408,481,7
5409,263,14
5410,297,10
5411,326,13
5412,408,9
5413,4,0
5414,117,4
5415,447,14
5416,419,10
5417,122,9
5418,437,14
5419,234,8
5420,498,17
5421,192,12
5422,476,20
5423,142,10
5424,36,6
5425,192,12
5426,29,5
5427,350,6
5428,223,11
5429,25,2
5430,466,18
5431,289,22
5432,246,18
5433,90,15
5434,24,14
5435,222,8
5436,298,19
5437,414,12
5438,228,17
5439,278,19
5440,176,9
5441,25,13
5442,103,26
5443,83,12
5444,29,11
5445,220,12
5446,30,13
5447,448,16
5448,343,18
5449,468,9
5450,182,8
5451,341,12
5452,160,18
5453,157,8
5454,483,29
5455,196,15
5456,349,12
5457,12,3
5458,46,12
5459,71,15
5460,38,10
5461,11,4
5462,361,17
5463,284,11
5464,102,10
5465,385,16
5466,6,5
5467,400,5
5468,298,12
5469,234,9
5470,178,17
5471,475,16
5472,259,11
5473,281,11
5474,58,21
5475,289,7
5476,1,15
5477,88,19
5478,237,10
5479,345,13
5480,55,15
5481,419,15
5482,185,10
5483,216,15
5484,75,5
5485,168,17
5486,413,16
5487,425,10
5488,180,17
5489,459,8
5490,497,9
5491,219,11
5492,471,10
5493,357,12
5494,2,22
5495,72,7
5496,241,23
5497,9,9
5498,473,15
5499,39,12
5500,243,11
5501,150,9
5502,14,12
5503,2,6
5504,432,14
5505,72,17
5506,291,6
5507,434,6
5508,161,13
5509,27,10
5510,278,15
5511,217,9
5512,447,8
5513,464,18
5514,433,9
5515,22,15
5516,131,10
5517,345,16
5518,447,25
5519,312,14
5520,303,20
5521,443,9
5522,30,12
5523,273,14
5524,300,15
5525,33,7
5526,346,14
5527,41,11
5528,42,11
5529,319,12
5530,80,9
5531,286,17
5532,470,27
5533,94,6
5534,288,18
5535,402,14
5536,167,8
5537,78,13
5538,335,15
5539,329,7
5540,106,8
5541,113,16
5542,45,5
5543,53,17
5544,77,13
5545,479,6
5546,75,11
5547,208,10
5548,323,13
5549,22,14
5550,19,27
5551,126,4
5552,465,14
5553,50,15
5554,400,3
5555,265,12
5556,84,11
5557,246,10
5558,306,4
5559,126,3
5560,64,8
5561,387,4
5562,412,11
5563,33,7
5564,482,6
5565,200,21
5566,435,13
5567,148,5
5568,279,18
5569,270,4
5570,478,17
5571,385,11
5572,383,13
5573,22,14
5574,439,10
5575,460,6
5576,0,7
5577,13,14
5578,168,28
5579,324,17
5580,35,12
5581,188,10
5582,451,21
5583,0,9
5584,238,11
5585,350,14
5586,266,17
5587,323,14
5588,95,7
5589,71,22
5590,449,3
5591,159,24
5592,459,11
5593,361,23
5594,193,8
5595,440,6
5596,60,18
5597,127,11
5598,88,17
5599,339,12
5600,397,21
5601,65,12
5602,224,10
5603,280,14
5604,87,24
5605,162,23
5606,240,8
5607,88,18
5608,176,9
5609,408,20
5610,413,24
5611,212,5
5612,96,13
5613,363,13
5614,213,18
5615,335,16
5616,213,16
5617,479,17
5618,157,11
5619,308,10
5620,49,25
5621,105,3
5622,468,13
5623,7,10
5624,467,21
5625,160,16
5626,448,4
5627,26,16
5628,287,12
5629,35,8
5630,366,5
5631,184,11
5632,101,20
5633,90,12
5634,465,12
5635,189,10
5636,253,3
5637,204,15
5638,277,10
5639,430,5
5640,112,14
5641,190,15
5642,141,23
5643,208,21
5644,52,8
5645,354,11
5646,42,14
5647,265,10
5648,332,16
5649,200,14
5650,73,23
5651,382,2
5652,306,8
5653,40,16
5654,390,5
5655,272,6
5656,201,5
5657,337,13
5658,299,22
5659,489,10
5660,373,17
5661,165,7
5662,172,11
5663,474,11
5664,255,16
5665,136,7
5666,162,14
5667,7,11
5668,341,4
5669,440,16
5670,437,27
5671,454,6
5672,129,4
5673,78,16
5674,161,27
5675,182,10
5676,432,12
5677,204,4
5678,448,3
5679,264,7
5680,405,18
5681,20,16
5682,145,7
5683,210,7
5684,61,10
5685,35,11
5686,482,7
5687,262,11
5688,372,15
5689,281,21
5690,250,12
5691,245,11
5692,446,12
5693,422,5
5694,218,14
5695,201,3
5696,58,16
5697,381,10
5698,209,12
5699,400,8
5700,321,6
5701,146,15
5702,353,12
5703,451,16
5704,224,6
5705,14,22
5706,132,9
5707,156,16
5708,219,5
5709,79,7
5710,420,9
5711,123,9
5712,100,10
5713,65,10
5714,334,22
5715,161,12
5716,100,12
5717,315,7
5718,423,19
5719,473,18
5720,96,15
5721,172,11
5722,217,8
5723,42,15
5724,94,9
5725,436,6
5726,243,17
5727,153,13
5728,316,9
5729,453,7
5730,53,14
5731,137,10
5732,98,9
5733,406,12
5734,87,17
5735,323,16
5736,421,18
5737,219,24
5738,479,15
5739,139,3
5740,299,7
5741,399,11
5742,263,1
5743,400,14
5744,465,5
5745,96,16
5746,60,15
5747,64,20
5748,412,16
5749,484,15
5750,36,7
5751,7,5
5752,156,10
5753,254,18
5754,50,7
5755,250,5
5756,189,13
5757,293,9
5758,404,14
5759,5,10
5760,245,18
5761,457,17
5762,143,28
5763,344,34
5764,362,11
5765,230,21
5766,166,11
5767,283,9
5768,450,9
5769,145,14
5770,422,16
5771,248,6
5772,43,8
5773,185,13
5774,147,10
5775,7,7
5776,281,10
5777,208,10
5778,72,6
5779,193,17
5780,191,8
5781,109,12
5782,201,15
5783,347,20
5784,363,21
5785,251,14
5786,97,9
5787,52,12
5788,44,15
5789,0,8
5790,58,24
5791,289,24
5792,457,9
5793,201,8
5794,133,2
5795,319,16
5796,431,1
5797,299,6
5798,101,16
5799,380,7
5800,444,20
5801,23,19
5802,128,10
5803,488,15
5804,208,19
5805,276,19
5806,496,15
5807,490,21
5808,484,5
5809,67,10
5810,182,13
5811,175,9
5812,176,19
5813,384,13
5814,21,5
5815,39,8
5816,134,9
5817,119,10
5818,92,19
5819,178,12
5820,119,21
5821,150,13
5822,468,9
5823,76,9
5824,352,4
5825,100,14
5826,395,16
5827,283,12
5828,400,9
5829,497,17
5830,162,20
5831,344,4
5832,20,8
5833,291,4
5834,331,5
5835,228,19
5836,66,10
5837,326,17
5838,218,14
5839,49,10
5840,394,8
5841,401,17
5842,224,11
5843,70,11
5844,284,15
5845,246,8
5846,109,20
5847,419,7
5848,365,16
5849,202,18
5850,96,7
5851,485,28
5852,352,14
5853,64,11
5854,60,7
5855,204,9
5856,164,13
5857,456,6
5858,487,16
5859,64,8
5860,452,8
5861,149,19
5862,408,13
5863,472,9
5864,440,8
5865,238,9
5866,200,7
5867,5,20
5868,64,3
5869,419,7
5870,55,6
5871,458,13
5872,319,11
5873,280,21
5874,28,17
5875,103,14
5876,26,11
5877,137,5
5878,21,8
5879,391,5
5880,339,17
5881,118,14
5882,376,8
5883,191,8
5884,182,16
5885,436,6
5886,395,6
5887,346,8
5888,391,16
5889,382,7
5890,410,12
5891,343,14
5892,30,13
5893,318,20
5894,315,4
5895,470,11
5896,56,16
5897,14,23
5898,476,12
5899,120,17
5900,433,13
5901,30,8
5902,78,18
5903,252,10
5904,311,5
5905,106,14
5906,356,12
5907,337,11
5908,244,9
5909,377,10
5910,228,5
5911,83,7
5912,495,21
5913,103,9
5914,275,23
5915,176,7
5916,38,11
5917,170,11
5918,22,14
5919,430,13
5920,51,5
5921,433,11
5922,272,17
5923,81,9
5924,250,21
5925,87,8
5926,50,8
5927,306,10
5928,101,15
5929,26,13
5930,427,8
5931,34,11
5932,56,22
5933,4,7
5934,287,11
5935,368,16
5936,111,14
5937,142,15
5938,204,13
5939,355,7
5940,19,12
5941,432,7
5942,439,7
5943,14,17
5944,35,13
5945,213,17
5946,191,8
5947,74,12
5948,383,21
5949,213,8
5950,3,6
5951,434,10
5952,146,9
5953,276,18
5954,14,17
5955,397,18
5956,363,5
5957,65,5
5958,202,15
5959,465,17
5960,92,18
5961,129,15
5962,500,7
5963,148,12
5964,133,9
5965,286,10
5966,16,11
5967,245,9
5968,429,15
5969,220,9
5970,99,13
5971,449,8
5972,152,13
5973,38,4
5974,463,19
5975,187,6
5976,251,10
5977,153,14
5978,262,10
5979,133,12
5980,367,11
5981,265,19
5982,66,4
5983,12,10
5984,41,17
5985,81,10
5986,409,13
5987,404,12
5988,147,23
5989,111,8
5990,369,5
5991,239,7
5992,240,15
5993,368,19
5994,388,14
5995,374,2
5996,154,9
5997,404,22
5998,118,4
5999,82,10
6000,124,10
6001,218,17
6002,30,16
6003,277,8
6004,256,9
6005,494,28
6006,465,11
6007,7,13
6008,147,13
6009,226,14
6010,140,10
6011,13,13
6012,491,14
6013,207,16
6014,26,9
6015,32,21
6016,289,20
6017,436,11
6018,436,3
6019,436,13
6020,46,11
6021,305,16
6022,175,3
6023,287,11
6024,172,16
6025,63,7
6026,161,9
6027,326,10
6028,467,16
6029,279,14
6030,409,19
6031,91,20
6032,498,7
6033,440,9
6034,368,5
6035,254,6
6036,433,13
6037,332,15
6038,261,8
6039,79,9
6040,57,13
6041,402,3
6042,93,11
6043,48,16
6044,108,8
6045,119,5
6046,80,13
6047,397,12
6048,55,14
6049,16,10
6050,333,10
6051,102,2
6052,322,21
6053,8,8
6054,389,12
6055,494,12
6056,71,7
6057,50,13
6058,320,18
6059,38,1
6060,329,15
6061,229,7
6062,129,7
6063,327,3
6064,168,12
6065,498,26
6066,81,10
6067,101,6
6068,329,12
6069,342,7
6070,181,8
6071,387,20
6072,243,2
6073,274,12
6074,436,12
6075,352,4
6076,394,10
6077,16,13
6078,249,8
6079,450,11
6080,33,16
6081,81,17
6082,51,13
6083,355,18
6084,90,17
6085,441,30
6086,349,20
6087,161,12
6088,491,8
6089,168,17
6090,199,10
6091,320,11
6092,398,14
6093,328,4
6094,146,17
6095,65,9
6096,325,11
6097,227,11
6098,167,15
6099,154,12
6100,69,8
6101,348,4
6102,41,3
6103,313,9
6104,122,26
6105,477,6
6106,164,2
6107,15,8
6108,494,10
6109,414,4
6110,465,11
6111,26,14
6112,496,13
6113,16,12
6114,382,14
6115,85,12
6116,457,15
6117,230,4
6118,246,10
6119,447,10
6120,399,15
6121,445,13
6122,266,11
6123,296,10
6124,273,11
6125,413,12
6126,361,10
6127,98,16
6128,139,17
6129,27,25
6130,252,7
6131,209,10
6132,376,20
